Marketing Spend,Administration,R&DSpend,Profit
36271.86603491849,111499.80810660108,23835.784784977383,106590.77682303484
73894.18766970317,393655.5115849108,53732.805789384256,215851.10478463836
45315.963256385454,238782.46394716477,29717.661618797927,133026.29632647365
32860.52169183625,84816.95453667456,21820.132939747906,96598.91780532364
50646.06331354199,283409.7393409669,33559.998333056756,148562.98328120162
42497.01073358433,213058.66437229866,27799.255729257136,124795.8550553868
39114.53472100265,167893.05802106403,25599.494223562713,114908.8089676469
40438.7168601305,186631.05641413253,26447.48781575812,118780.83191373994
53295.45137723255,301865.9791342397,35576.021424703285,156272.29941054687
32799.52480393398,83017.80171542168,21785.082808566975,96420.16567533962
44842.633814043766,237046.91677981376,29390.090975600688,131644.9502226885
57651.92901698964,326647.8792097626,39046.59530390077,168928.09491030627
41542.002499933886,199762.62296772414,27166.949457719522,122005.55809266836
39405.01121985347,170175.43143512594,25784.067928774723,115758.338936155
53507.64651783502,297160.4848623528,35740.56895644772,156889.3499144636
56574.637393706784,318413.2964054154,38170.24682306806,165801.01240727172
47322.19196348521,258117.4431713506,31130.67730986592,138878.29523151787
49401.92502383078,275467.388973231,32637.73273850448,144939.5823437779
33069.32372978021,76012.03041377716,21940.377209726164,97210.79112282583
56137.036420963625,318796.9107593512,37817.682359217906,164530.2984710943
76041.8720608955,402410.3218392252,55885.10923489428,222021.0163616923
53828.51657217361,304055.64805762155,35990.259731649014,157822.30403760404
53904.50761857897,304928.5003364373,36049.54718120236,158043.233194581
52482.92122552433,298602.1305331697,34950.17436413687,153908.94951239793
28992.56887656235,179116.47520524645,19665.535025405563,85257.91426244372
52398.388577964455,294020.4739631476,34885.44851212615,153663.02446588472
70132.84791321683,378531.4407138342,50082.91000101455,205024.80645253076
22976.845070207946,280364.30823745026,16584.156942076923,67598.1240975471
47997.67873971378,264349.84990029584,31615.426131679895,140847.55260023143
52253.013974257905,289090.62036807375,34774.30601399631,153240.07382831495
35010.95626278476,78185.36803138413,23078.020044472618,102898.7595929456
35557.18379075054,96744.14754807962,23404.442782084425,104498.3226915744
62399.691880119266,345955.8560768684,43052.0788330525,182688.87533456102
61418.435687969686,346025.41156942054,42204.98978871589,179847.66831062632
52533.092478380626,294699.9689792444,34988.624298544484,154054.90479743897
48303.831043649625,265916.56173893006,31836.62795895103,141739.90029291325
50915.283070469275,283078.5477361749,33761.61810576807,149346.79228994437
59548.824515487,334034.3237870818,40618.81755062728,174430.11278301952
30943.15485255609,138249.91742530084,20734.87020877024,90978.59026188492
36835.374761673695,128815.98202730555,24179.295538915823,108240.29124890092
70765.2127284919,379920.42094259534,50685.936405303495,206846.74232615996
59634.68869844415,334854.01191120915,40690.86758474031,174679.03770458946
65099.28376230919,364091.17241940845,45434.671294955224,190497.5481874915
27595.699710768116,202848.35487082624,18921.069289356645,81159.43929933195
39302.42868683373,173839.65453072073,25718.792671868618,115458.33485125776
38997.578572478684,165996.76304756058,25525.4070495431,114566.7342813851
78498.73788279746,408730.8703218224,58408.43503076909,229068.24981277977
49470.871105286176,273769.84441808163,32688.434699628597,145140.43074078482
54604.58144056917,309498.58173013444,36598.50942152006,160078.187797606
64569.77096789084,356819.69039630616,44961.29234531393,188966.84543384783
59813.31265547396,334922.2489006826,40840.99926348699,175196.84245278384
31348.970907705454,127763.9149201127,20961.733295740723,92168.39623151762
67411.43543282339,372316.419033333,47536.42462210062,197175.98631132435
80505.20961653849,413946.074213367,60517.80337555434,234814.70543829427
78895.3441511623,411150.291030276,58821.908240894074,230204.7547388511
70932.48355543868,381441.91016019555,50846.16189667068,207328.55447805172
57509.84282147203,322802.8191640469,38930.32688032641,168515.7542169765
58348.500267371775,329225.0623443788,39619.61340757367,170949.1477179494
63908.70627847202,353724.6846525478,44374.45289137526,187055.211456095
46147.1080039825,246529.0145598407,30298.21186647843,135451.24983521158
38544.78650980216,160556.6219189078,25239.817615618096,113242.27511936013
52266.4181364792,291512.05463375465,34784.54486221942,153279.0728679601
43820.767196267974,226840.28816229285,28690.418301552927,128661.90644576955
62160.59014888932,346401.8769529136,42844.7413597901,181996.700818677
62600.78995865279,350979.34775994084,43226.92489915949,183270.96316727836
63331.40669483917,347430.2175935761,43865.73283409947,185385.2253771715
52161.94269089844,289983.22058441024,34704.78889529161,152975.09812906187
56921.34079924598,322165.3196090927,38450.975962562916,166807.58096975967
86608.9784139629,431585.0068105905,67204.83474870223,252244.43775519184
57928.799069334775,327125.1431538003,39273.755542660685,169731.49957643266
75890.00083605654,399952.3752979491,55731.27493149586,221585.00639626727
56456.82285774562,316567.2103292049,38075.1328291049,165458.92732872456
49179.16226519057,272844.52629774984,32474.241989414153,144290.60630777114
52468.11736794361,294982.2248213988,34938.833954521586,153865.88235082442
71964.27397284475,384896.4065180231,51841.11782194894,210299.4398387494
60004.889787539614,339712.1751763009,41002.38653181639,175752.1427033099
48958.22470783072,273150.8448112072,32312.58195959688,143646.88633229822
64367.88494090182,356686.6772903593,44781.58639671776,188383.11705832582
37298.63734961948,133065.0100716846,24463.95448284886,109596.14014367887
68366.89929369067,374474.3867791111,48421.49284062739,199933.1055368354
20524.629095102966,320635.76057431014,15419.962620369066,60392.98813462701
70882.16224371159,382218.91565871524,50797.928601685184,207183.61267190866
83623.53938382347,425096.80837663845,63883.16549628467,243729.14040227488
58820.833058020144,330428.8787796772,40011.022582076104,172319.17973674377
53963.85904217604,305839.5960977999,36095.893513820425,158215.78038929316
73903.88541863604,394022.1383945524,53742.41260024284,215878.98425928212
65085.556334900466,362364.5800660232,45422.36178428007,190457.8711030849
50743.71316845769,285882.01079787343,33633.04425827237,148847.2928288576
35962.71454398903,106885.59977939185,23648.605896449822,105685.69724025326
68311.25941690877,372089.3720811463,48369.68626025297,199772.59237863845
84988.61892029553,424238.41774144344,65389.855622867995,247625.1009246409
43239.347831185165,217836.27626791142,28296.892568213596,126964.09934685304
