Marketing Spend,Administration,R&D Spend,Sales,Operations,Profit
17576.025755908573,1184951.17905132,448452.8500969204,1033016.162692941,1281845.8404854576,440604.87416361796
104130.31689468914,1177017.4415264274,830485.200233521,1011734.6407448011,1189384.6209856009,495010.24364775873
180452.2968828809,1136714.8345093173,52609.5817430601,1141466.7265969377,1107176.0832849655,482895.0351533396
113361.33540684584,1144876.3789848508,797402.5321902359,1103659.6338944198,933328.7929601332,552860.2352997534
139167.00112290768,1152723.1530502765,355141.1022257243,1114544.1077025854,1148004.910873402,481281.5686783202
102810.53823296854,971878.0277246402,784471.6767444551,965479.6673412484,1666143.325313288,288462.0162889189
137905.19172965392,1231145.6452103062,682879.4044230016,1111831.9956942466,960385.3311707536,724311.4658967763
126984.46133229963,1091204.841134544,618771.6744937965,1045175.1084314354,1398662.0684395735,401756.57190038764
101242.6112021814,1289713.6286174222,180412.71332385068,1128178.0416444563,948294.7328202787,679106.6136667392
125244.99478321798,1187796.8397214513,866362.4549636221,1083721.2191284955,1011144.8841172846,620011.0283055535
247415.3850173484,1286961.3137340713,1117025.624738975,1134668.068615086,712623.2640044853,828842.9440172703
145143.9823436656,1232030.030816013,378337.7046694199,1135458.4532786016,838636.9998164255,581584.1390370708
64896.966466857,1080993.4426065532,504958.17475815455,1037401.9621542203,1416731.237368672,407103.74868003925
220346.6920599094,1244018.7768082565,774146.5341061084,1170097.655589584,827027.3950710988,770067.9455385881
199502.51802833582,1218573.1291110413,606635.810085891,1130941.7660323284,911110.623533194,694635.6582505684
165663.9870330029,1129014.475305153,190232.6810131843,1062839.7382969777,1274872.466581633,450051.61037955806
157986.20908027003,1224386.8115248643,167815.85809773963,1055420.7534263143,1091922.090930211,507767.17319612834
186357.37960290132,1261597.395570635,1187441.4965700298,1209143.1589924607,845097.5490230478,751089.2199065555
139946.77107501443,1237449.682162899,193059.02481929027,1067494.0996778805,1252040.1523475484,571842.3550176311
59212.67265768396,1153130.4712803408,434516.2580635053,1055522.2171888915,1432670.0248598778,325269.0417384762
156106.28800478412,1209157.4805178181,763272.200855976,1176297.1761768647,994659.2844063492,642733.9803545936
159416.12773993454,1248888.2544393514,846888.5263723519,1160004.1371826888,803959.4722669205,836124.9999713219
62896.773109942565,1159632.463080993,401395.20806363854,1041290.4771360236,1185252.7840933525,400141.060383411
209574.06598412487,1158330.541029009,525022.5750964503,1118830.4805410006,856296.6081889594,627197.5060446825
210780.71409987102,1193780.2842628723,1255525.4386195652,1138975.5194339156,929444.0209594294,738563.5106276046
140685.64858177587,1220854.1517196852,558998.7547827982,1021959.487456261,1288512.3564641431,558998.5860082137
72454.30303562747,1062692.7136415679,40577.579901762096,1051126.7428464913,1226936.5367617575,420409.8246654133
170379.14949482147,1224524.1028168036,553761.7972465863,1186634.7227867427,1120981.6906129725,744877.6138452552
222856.88973838824,1235668.0682402388,1138377.1410016348,1146258.8262534444,1087961.168418949,650818.2582385105
102117.98458034513,1226232.9277233873,559878.7622552249,1144275.7872924623,1058083.2251806436,617468.9658512747
64335.261633323986,1123495.092183065,282148.448220112,1028666.2803907148,1334660.430465442,392839.9604202742
210189.0826015912,1304682.4886334124,731053.582200479,1233448.2915515122,979273.4347206632,637545.6549119513
169378.92400120196,1194331.6053952856,1251606.2516666516,1103883.276600536,1103159.0062132962,672146.9701463511
102140.86067751574,1199108.3502490516,253681.1347501282,1072404.3363695526,1200462.8321633139,492764.17024546117
115235.58882809241,1138964.456372642,369636.943478461,986125.6168785258,1495090.0191649904,321443.8341821241
126058.46188215379,1156546.145694634,618679.479618799,1123761.007472415,1201035.9398245085,512728.2946928168
203985.8511021347,1280738.3717368827,626259.7773876716,982263.4202157572,794477.1477171949,563456.7521411127
155107.25233204194,1170772.7838309386,441864.2256993704,1136411.760820663,1010670.9812976716,596762.1129988383
127039.01578127789,1186326.172396015,880407.2191259771,1018691.2530320974,815116.6616798466,595686.1081291024
122746.64469754221,1166790.8555162707,931129.6520347497,1107016.8178485935,1323941.594098323,480613.4601987308
94796.78250581163,1223860.266008859,983510.6007136717,1071896.0048326585,825449.1597471766,690364.7156417932
144309.16146979755,1123329.8692855567,632322.5527355528,1077573.2391524883,1393514.7341361544,456322.10508213495
208717.94552965323,1198625.644906966,868149.0266751107,1046014.7821275902,971718.2513881999,739083.9250358888
144190.97088616152,1147162.2829451808,398472.69375473016,1084764.6596076873,1056105.094099253,595238.4802877209
155384.8564091859,1132223.6886292384,668243.8799496286,1075098.4675525888,1124598.6189098565,463057.6086078305
261374.7798832214,1181173.2429790525,872924.220229527,1151841.3709410063,876298.5593856403,672099.9408081956
157521.5029178944,1266502.7277633036,535532.7821411662,1033063.5963493236,1055546.9777413248,686817.9510893011
192862.61275954763,1244172.8864264782,1036112.1098896301,1154178.9108582987,905182.647541998,764558.7412037709
191431.54932647548,1259242.2153552296,731411.2053234263,1248067.305613588,861441.480266281,925358.0266456602
149464.34919412728,1168878.5185513361,204119.03953757614,1004352.6579006242,1053348.330881069,561915.887173324
149342.7142079951,1221244.1052777942,817308.6140597112,1034162.9661630827,1186354.277666885,498317.63873885776
213989.87409326443,1202925.642284212,204939.5222178127,1171143.5526170898,957490.1293449255,684203.4754915109
117335.61795547159,1174512.000021835,668508.686748759,988579.5941353354,1132263.7754444482,650585.8337050922
46002.52295284784,967933.9416356746,796488.2260636728,902844.9321544997,1931199.3779647932,227388.28994959657
92332.59737594004,1229201.858143263,513929.78413545684,1073939.5057662148,1140298.676411461,467813.4575990693
185921.4243557123,1252184.1584052015,875222.2918101175,1188778.7961874828,914276.4754415266,688475.0257223875
144952.41636312273,1205312.8099514507,328958.25643752766,1013760.4647653524,1127971.4848659397,476620.97877276846
86796.67615472856,1113410.7736399188,801512.6056832542,1041684.4471537292,1197376.9902896045,460286.6168752578
139469.88935388098,1214845.1082019277,700952.4353278407,1075300.018971992,1375176.2097862172,546285.5828893349
132645.04094606848,1210572.922965529,409330.66394210083,1186219.899935004,1035464.7457420044,494759.8220723559
192296.47330344998,1233944.2159646428,452151.8769224469,993679.4213636891,862913.8071880023,685936.013483624
188215.7100624882,1218832.8217165943,532284.5278768273,1040078.518300312,922893.5413323481,615217.0046893515
127745.5326199312,1218191.921226603,590087.945447462,1122826.218031729,1054895.9855863608,707702.8210000042
82440.6151132174,1198701.4559004353,677616.4222046083,1150528.6091218381,982457.7662917672,513662.01254083833
91424.65046399977,1182353.8036956952,387963.86780321755,1129399.8793688058,1140095.7955267453,522145.8051477784
271169.89819422876,1222841.365683592,714017.3653053754,1099561.0755124476,1067449.1634372012,672198.8809818061
182962.80691358622,1183570.7321060156,473787.5922950483,1125670.9673689152,1045779.6832413169,579711.8229420764
121420.64285032832,1222923.0656902252,957347.715010716,1035247.1309878101,1186556.9527841625,504026.2489557268
130085.31410137143,1231428.996354291,485214.66530114855,1162885.275751379,1138625.1195913658,554669.1309812254
275723.22416657093,1244405.079289292,529368.1680956923,1189709.1691969377,1024153.8265582925,792812.5571784847
123333.12884806149,1250140.7868155024,422049.95787654456,1018025.9896734059,1044793.6333501725,576098.0294079671
136499.93168992898,1133382.1260951706,51118.69839926897,1050486.5155445267,1077462.9794836636,459675.85411904845
18455.805639847415,1095513.220734653,339453.621895546,1069861.0038908853,1251982.346303959,383644.191860639
216647.24522044358,1240430.1623017518,271254.90632555075,1139333.2614958417,967723.6869005051,802486.9561567032
266206.48477115855,1301297.9625756354,664314.4043677675,1233254.8932159147,779761.6154759885,1029464.2210632281
126327.1349828616,1214664.85669257,1081522.1481484505,1111664.3824535627,889624.6344561932,723806.1719328027
175703.44248836997,1195327.1029759939,446640.9524474769,995109.6365495429,1154079.0274200733,598751.3499015532
71819.65986555547,1099995.8760779793,376478.2897128472,1000418.9108405659,1671549.2919490002,328134.63880135294
162588.8598381525,1261093.0852103587,388042.76829742873,1098500.7717402338,1347302.7509642197,537907.3722293333
248463.40488025994,1227803.4702508834,293200.04433634586,1137151.0016380728,1040705.9827071121,682130.9217308387
90515.50065910371,1133819.6403852906,155728.30278018047,1049249.4357760337,1080306.3221568484,493475.8212584015
141794.80355525558,1215235.3998471652,436378.06018928415,1104570.3924685256,1129554.088647894,607886.1158730579
230073.36456215513,1292299.8838513945,1394434.554013479,1189436.4931899668,785191.6615497369,822817.08511126
166761.12918967125,1222422.8171877763,286975.1654478051,1127426.469451149,929289.0898762988,708422.92705746
83738.55799726208,1136575.981275825,508930.1202717154,1088205.5225132876,1200528.1903740456,456419.16964040266
237528.7641402208,1288620.266096531,989743.2905178192,1182030.1722698119,756508.4609370099,824431.2779904895
118357.37277131996,1297091.6250506644,560251.6037425858,1053002.2540789219,867539.9146046084,710598.9009045621
78526.1145673431,1100493.7417048635,670983.7455538743,968288.8928787196,1355775.153349982,376197.12838360044
115748.00846478363,1176941.234282494,820677.9549436985,1037824.2948443836,1303670.7764500235,498548.9254600711
177228.3931608691,1283983.5039908674,525773.5374384925,1135079.5140737335,863065.1744235826,821682.6665153478
144517.66067344492,1241094.5941315289,1005690.2535096311,1190000.0422247527,815841.1961449757,682002.9384734286
256921.90974753568,1315468.3812991665,832881.0544442391,1240996.9555574688,883980.7570682362,708277.5485694963
7801.140096521805,1148935.2692739733,383446.23225340626,1047955.2603146634,1448798.1193365734,353732.7962803542
215343.2894319782,1255518.082293055,654507.4218849657,1146971.312135333,766411.1836626047,750553.2345376038
110103.16094403657,1146809.7497637668,489186.5595904307,1102489.9836843733,989767.16407241,581531.7542265661
209538.85534667256,1196356.615367385,1225930.5059240034,1062997.3898208784,1073808.419446196,617512.4033028712
235412.68360363622,1196780.1331512742,570049.0401317107,1126045.856519118,966978.5112501406,646105.1786860707
152448.50808654947,1152284.9768590361,427683.8225488758,1087297.7735578949,997897.636400655,577377.4966186677
175374.46361528325,1237498.3625278792,676026.3941761274,1070127.1452514376,803315.1356386241,634755.9016273491
147325.78896369884,1197961.590796056,569922.08624693,1026575.2958130687,1268205.0400679037,444983.8154878181
203747.14805129138,1131542.4136286336,834985.0736245392,1058570.3849888062,1073049.9191939137,508317.7149315814
153339.00921131615,1179853.3724724618,975567.606599792,1150618.4063245326,1200007.7170590328,539562.0759698472
211332.47746950178,1264469.1012635631,985160.4187637486,1079144.0178396692,1128998.0445312774,535008.851994086
150808.77917460894,1172313.0670110455,972910.2903147198,1094317.0326691417,928440.6426560894,589163.868897541
114421.2552548858,1258437.941261246,849017.1449788085,1118327.3301846585,957091.4129866658,744987.6800445865
198659.20991583925,1190228.8659556983,47529.663701148835,1062877.1990019702,1067501.8004848678,595035.3713721235
168969.31452259168,1262974.3392110341,409955.7803243878,1155965.2851654976,1000794.8594025907,746715.2243317718
221355.6077487312,1262925.6352195628,181986.1749965135,1159502.9626889983,767119.8554209955,875275.793442104
154915.29458098923,1140046.3265099684,103164.80718942633,1123020.148757555,1155778.2998283585,490150.1506190112
14067.775173567868,1142143.5441885726,559160.5765552646,1016448.084147798,1299088.0626698676,398060.98775342497
111616.62347055553,1186821.7213483807,762305.4811907219,1117965.835367515,1220861.5153690083,461951.05611201364
174707.4663516736,1232958.6445900875,229202.7807902256,1094820.9198412073,1119605.6266369096,610903.6978788681
