Marketing Spend,Administration,R&D Spend,Sales,Operations,Profit
219688.5886862652,7345707.634731445,5092321.216717973,6695512.224964035,921533.366807891,848441.6110191855
196727.51781753666,6908722.046835207,5307844.970177385,6598920.832747662,78004.32005413086,749311.0068461411
231930.99385196087,7458583.214023287,2978200.6631569834,6584650.233902471,726350.6313850371,640787.7316457385
144182.08543341007,7652212.89772426,1583057.5347530018,5847827.572311197,1229804.448028511,647927.3236607284
121819.57485953183,7215699.301531012,3780566.337427682,7244979.665182378,2246829.8694630614,499701.0943099143
188224.2611070128,7151533.507196746,11289921.686741976,7117357.97589334,1826373.492744042,745568.0782176922
172832.3823577084,7473247.684934884,2757580.3261933206,6819518.9201666135,88185.67531241104,646040.7147390501
208077.41249177052,8586906.526443573,9955194.549485775,6468512.691802821,522655.14599273796,640764.1734275067
107359.21047517762,7489348.762773686,7901604.796701224,6310946.136471256,1620370.6087642373,252898.97520576976
162544.4475537508,7930093.430892301,4541078.718449963,6616207.513644791,596223.1278027245,539369.2911252899
66812.89661466848,6972593.209780532,5654204.149754957,6511900.109233146,1992178.5660781078,443751.61267421057
178100.49045813645,6879637.119482122,6739731.500521227,6466211.081129061,2315757.5890797386,766794.7485799927
153679.8846492994,7770572.3625890035,619522.5159473958,6716055.101782761,1398255.5299085286,521577.46036214987
211425.77196600998,6695569.551914585,9666473.622550052,6745533.349444442,2591127.195905757,768338.2693709508
154487.09323957353,6385055.529357508,8794077.741136942,6950841.6274892725,2770320.5633596843,836304.8153426005
244012.06708724302,7033407.914182453,6364945.681942388,6831946.787605971,765815.5928465581,699437.3205294763
125412.2289149924,6768562.081259029,543443.5356136106,6393310.435069671,2048381.3486647122,483560.8776023581
153587.13707070114,7377365.263184205,7102439.9577205945,7479223.919538926,2649694.992057898,559020.435415024
231632.69756128782,6676914.9934333,9530273.996638235,6435255.790792901,61636.67467706464,804623.851762864
64359.21229466021,7439903.840715952,5012850.799130342,7311102.229674018,1170813.6893248619,316329.5723045433
141499.9553308214,6716033.221200749,5930195.705573671,5562443.761639939,2069787.8509133505,437790.1121457482
148318.41461220232,7379218.6990029,7763005.821961152,6284637.509999216,72057.49739423045,497231.3066590602
187934.39408517675,8113554.45936113,311129.0359078358,6480729.597873004,1555222.6297189975,670363.5065520668
206161.03941545854,6625386.982549239,3959025.1181725906,6417053.443168946,1316394.6849685458,722535.1508481987
120499.52718663038,7167615.250962792,4093928.269380978,5983584.978198708,616875.5924843533,495905.07104949455
198497.47573322634,7565744.850297083,7021233.2737138765,7558235.133353141,408396.5450001848,723066.8442126918
113596.70691884802,7119737.121081833,4112044.890201972,6404560.679793661,957783.1787983135,537524.492539868
119421.70594882304,6778955.914554224,2295084.062705028,6665566.013327357,333767.4137055082,422511.4408188655
166793.51261809425,7207118.997936744,3280211.9557079733,6234892.866185042,789077.4750058678,783335.1471310335
100050.70746817364,6717104.807875513,8482137.480819738,6097296.58427664,253128.6503170901,280463.2045307254
165163.33274679308,7083005.903030767,617888.8479255986,6181219.440240168,456528.8446001988,677938.2127807101
113703.60433693044,7788613.200682595,3531823.173001484,7099347.224714459,1415801.0506677176,574818.5794319322
108863.0636334491,8229973.572267362,7674960.967966578,7375716.28281468,371284.66906482587,651278.9147292421
208602.90479788423,7219992.586204573,1768634.4015894213,6736727.427154104,1028706.5586157793,486868.4275762689
130136.41934687,8031818.922239254,6438820.683101601,7307766.57818474,165887.53789245337,426663.75140017644
165671.84719475263,6830957.696126971,2203242.625889584,6596579.186886853,537470.4762412822,687881.6153688163
236426.40776206664,7138491.254872099,4021940.1372328,8180801.638021681,1733056.9994058223,862676.1406032003
168380.1606450508,7510135.277897215,2860844.737483795,7199788.391091136,1311460.6193656777,690987.8892738209
178332.91830200955,7859556.6971481955,3956130.7799580474,6013385.030182848,349039.9354073354,717728.1669848289
96937.78929720928,7079044.425009034,4662479.903383362,6198643.416937955,1018384.9633964293,570346.9160300156
140269.93274221965,7918759.334259059,964196.5071336919,6867181.488026943,2091777.7954000968,473385.3278559502
192616.90113841175,7363862.62997606,2652084.143501552,6729042.37671493,1408526.4752769023,616107.5799663619
171147.95948903332,7662151.908597866,9221993.75519387,6935182.908337371,752506.2106008849,662247.6329864069
141027.31250688471,6860128.317735289,7647700.885801081,7146525.347910986,741106.910322215,556846.4715790306
103216.34237958946,7512855.820766827,2843818.996609041,7085376.075969512,1021757.680686475,484786.4244865977
134154.8388313593,7081338.202179375,4784827.211719297,7730124.211042917,1490927.5776316018,517107.4313722779
169810.6809058655,7206302.186410084,519618.64914906374,5813105.6303878,77108.37742833444,741494.1182958343
148424.73536164808,7366723.752596362,12235355.415082103,6918833.957349653,507284.4778753191,419659.2279541766
263834.4659703241,8050833.953331569,5124554.562755278,7262796.123877789,434205.1781160112,719961.1265507926
192955.31926849426,7399124.7420748705,3818560.8243522746,5807993.390113564,647397.2313918837,790679.1544738759
151594.4401068605,7968262.154782773,4310828.2564374935,6859346.014222234,1207456.6214995617,743596.1196363939
234191.06810715652,7250432.477961319,4811956.218313501,7153644.867790227,1930761.4255013391,672805.4185942202
137702.92593449555,7228490.796067179,4216396.455192526,7132403.072251795,883546.3063564978,769803.220766936
104751.99153594597,7560785.361558444,8104102.088161125,6834808.9770094715,1552132.0109327415,704146.8132136439
171158.2593909021,7143485.245274791,7438850.322112,7185666.965717187,492212.18537771166,595430.8030579013
228592.85811500959,7250755.853259714,1610842.5359270684,6377200.873971644,2515385.767536825,658624.3483526462
106650.77236795695,7444659.338514577,5065226.954526104,6065928.345893473,1825139.2631609344,297012.68475627725
185650.6162121528,7065018.719297102,5964819.04624318,7179363.105953755,654128.1294601604,514523.9838115791
136179.53789779774,7254746.13000009,10273282.241758233,7302269.9504158795,2131810.8035978023,581399.842599804
162139.4369143949,7417575.438305315,1387587.2101038618,7240314.866928763,702733.7615966136,616656.8912774201
69235.01953690828,7189685.439372885,7570677.673936476,6219692.864511711,3287117.711939684,437720.9445466203
172611.76169878713,7514226.763377449,3286612.1535919555,6266977.862969788,1022645.917988373,283231.23748224793
165022.37347686794,7438956.043702826,9093614.410390541,6771676.529731494,1388916.584366722,673144.8226861282
179159.2656904322,6821161.6104945615,8067119.508642357,6450903.978619302,518362.6202869285,544772.0607222035
222574.36545424777,7503951.480674196,659696.5087052594,6580799.501307476,620885.7568580774,762604.161700502
210186.71578377218,8337217.124496168,6726493.45179344,6523900.711148188,355607.99152757507,718796.0178241909
69995.13116710608,6875444.652990727,5113925.970358212,7519111.385840882,3203447.5285940613,426985.9479153434
160764.27695623154,7639205.964372421,6586384.228836456,7133606.170339787,1020274.4845097875,686796.491245178
139811.29258480985,7027400.584679739,9532255.548812676,7197910.956409387,602052.3224431383,654195.2994486792
258524.47262307134,7719186.083244849,4991495.737818661,7971984.318528653,539049.3562808463,926761.5440287285
151249.52439440635,7478998.86928336,6009963.777903881,6441750.677370861,1241191.495402738,507092.52409651945
147552.8358945577,7259015.061681915,2927981.9922074843,6359559.731149217,2416680.7538695745,502918.3130687597
47464.81113857441,6440411.313852774,3098162.2869088147,6899900.064685875,2436996.9599915165,415574.002421351
150818.15144947785,7913810.299031176,3811792.939340524,6161558.892736941,1463619.3879024033,683650.553576895
208470.96436146644,7706594.412151924,3840080.3076911448,6741073.025807737,1379402.299885292,604906.3587897954
74769.58027211475,7218201.13509055,7161058.5840485105,6751990.39865734,1024053.0333296647,491848.4959121684
165060.03041422804,7592523.838872385,8401263.342446487,7211165.20757476,840768.2031127014,434593.5161148567
115780.23782193116,7883410.304737451,6241329.559750442,6976069.832539154,703616.7191323154,600494.1262661971
171678.03872875834,7237438.805922645,2471923.513129139,7125483.619222399,47768.60597960325,721422.772583344
143552.4654599041,7391085.195997264,6494204.377489787,6698995.872565431,250558.7484464075,498655.5851162112
