Marketing Spend,Administration,R&D Spend,Sales,Operations,Profit
50000.0,194017.7733387813,1642.7450275232657,311132.5816320872,2573206.732013064,120475.87074644965
50030.001500075006,194326.78721443604,1645.362049587415,311194.4963412574,2572465.270390063,120547.80777408493
50060.003000150005,194635.12133047418,1647.9816527341368,311256.38587884046,2571724.298819024,120619.74416869957
50090.00450022501,194942.77915115817,1650.6038379167808,311318.250269635,2570983.816818248,120691.67992991586
50120.00600030002,195249.76411131717,1653.2286060883846,311380.0895384003,2570243.823906667,120763.61505735604
50150.00750037502,195556.079616699,1655.8559582016692,311441.9037098558,2569504.3196038436,120835.54955064236
50180.00900045002,195861.72904431872,1658.4858952090444,311503.6928086817,2568765.3034299677,120907.48340939711
50210.01050052503,196166.7157427991,1661.1184180626008,311565.4568595185,2568026.7749058604,120979.41663324252
50240.01200060003,196471.04303270872,1663.7535277141185,311627.19588696765,2567288.733552967,121051.34922180083
50270.013500675035,196774.71420689308,1666.3912251150646,311688.90991559124,2566551.1788933603,121123.28117469436
50300.015000750034,197077.73253080074,1669.0315112165883,311750.5989699122,2565814.110449738,121195.21249154533
50330.01650082504,197380.10124280566,1671.6743869695288,311812.26307441446,2565077.52774542,121267.14317197607
50360.01800090005,197681.82355452306,1674.3198533244101,311873.9022535429,2564341.430304352,121339.07321560883
50390.019500975046,197982.90265112178,1676.9679112314416,311935.51653170347,2563605.817651101,121411.00262206586
50420.02100105005,198283.3416916321,1679.6185616405226,311997.10593326355,2562870.689310853,121482.9313909695
50450.02250112506,198583.14380924727,1682.2718055012367,312058.67048255145,2562136.044809415,121554.85952194202
50480.02400120006,198882.3121116223,1684.9276437628534,312120.210203857,2561401.8836732144,121626.78701460567
50510.025501275064,199180.84968116792,1687.5860773743336,312181.7251214316,2560668.2054292937,121698.7138685828
50540.02700135007,199478.75957533935,1690.2471072843214,312243.215259488,2559935.009605314,121770.64008349569
50570.02850142507,199776.04482692154,1692.91073444115,312304.68064220063,2559202.2957295533,121842.56565896662
50600.030001500076,200072.70844431012,1695.576959792838,312366.12129370554,2558470.063330902,121914.4905946179
50630.03150157508,200368.75341178873,1698.2457842870951,312427.5372381008,2557738.311938865,121986.41489007189
50660.03300165008,200664.18268980016,1700.9172088713153,312488.92849944596,2557007.0410835627,122058.33854495082
50690.03450172509,200958.99921521693,1703.5912344925837,312550.2951017629,2556276.250295724,122130.26155887707
50720.03600180009,201253.2059016048,1706.2678620976674,312611.6370690352,2555545.93910669,122202.1839314729
50750.03750187509,201546.80563948437,1708.9470926330305,312672.9544252089,2554816.107048412,122274.10566236069
50780.0390019501,201839.80129658853,1711.628927044819,312734.24719419185,2554086.7536534495,122346.02675116275
50810.0405020251,202132.1957181147,1714.3133662788662,312795.5153998544,2553357.878454971,122417.94719750136
50840.042002100105,202423.99172697653,1717.0004112806998,312856.7590660292,2552629.480986751,122489.86700099891
